,classification_id,user_id,workflow_id,annotations,subject_ids,original_annotations,most_similar,codes
3944,389019682,2397633,20494,faint irregular middle,71287075,faint irregular emission in emu middle,faint,3
3945,389019682,2397633,20494,bright blobs lower left region,71287075, two bright blobs lower left region of emu,middle,75
3949,389019752,2397633,20494,faint middle,71287036,faint emission in emu middle,faint,3
3952,389093354,2397633,20494,bright middle,71287170,bright source in the middle of emu,bright,12
3953,389093354,2397633,20494,bright middle bent emissions,71287170, bright emu middle source has bent emissions ,middle,75
3954,389093557,2397633,20494,bright core surrounding emissions middle,71287094,bright core with surrounding emissions in the emu middle,middle,75
3957,389093748,2397633,20494,bright core middle,71287212,bright core in the emu middle,bright,12
3958,389093748,2397633,20494,bright middle core ejected lower,71287212, bright emu middle core has ejected emission towards lower side,middle,75
3960,389094008,2397633,20494,faint middle,71287030,faint emission in emu middle,faint,3
3961,389094008,2397633,20494,faint middle connected bright core left,71287030, faint emu middle emission connected with bright core on up left side,middle,75
3963,389094278,2397633,20494,bright blog middle,71287233,bright blog in emu middle,bright,12
3967,389094740,2397633,20494,irregular shape coming right middle,71287022,irregular shape emission coming from right towards emu middle,middle,75
3969,389094964,2397633,20494,bright irregular shape core middle,71287052,bright irregular shape core in emu middle,bright,12
3970,389094964,2397633,20494,bright irregular core emitting radiation left,71287052, bright irregular core emitting radiation on up left side,bright,12
3971,389095233,2397633,20494,bright middle,71287219,bright source in emu middle,bright,12
3972,389095233,2397633,20494,middle bright emitting emissions right left sides,71287219, emu middle bright source emitting emissions on top right and bottom left sides,middle,75
3973,389095595,2397633,20494,bright core upper region,71287193,bright core on emu upper region,middle,75
3974,389095595,2397633,20494,bright upper region core bent emissions sides,71287193, bright emu upper region core has bent emissions on both sides,middle,75
3975,389095945,2397633,20494,bright core middle,71287110,bright core in the emu middle,bright,12
3976,389095945,2397633,20494,bright core emittion irregular shape upper,71287110, bright core emittion irregular shape emission towards upper side in emu,bright,12
3979,389096887,2397633,20494,large bright blob middle,71287053,large bright blob in emu middle,bright,12
3980,389096887,2397633,20494,large bright middle blob releasing lower,71287053, large bright emu middle blob releasing emission towards lower side,middle,75
3983,389096888,2397633,20494,bright core right middle,71287133,bright core on right of the middle of emu,middle,75
3984,389096888,2397633,20494,bright right middle releasing middle,71287133, bright on the right of the middle releasing emission towards the middle of emu,middle,75
3985,389097407,2397633,20494,faint blob middle,71287215,faint blob in the emu middle,faint,3
3986,389097407,2397633,20494,faint middle blob connected bright core lower left,71287215, faint emu middle blob connected with bright core on lower left of emu,middle,75
3991,389097591,2397633,20494,faint middle,71287123,faint emission in emu middle,faint,3
3992,389097591,2397633,20494,faint middle connected bright core upper left,71287123, faint middle emu emission connected with bright core on upper left side ,middle,75
3993,389098095,2397633,20494,faint irregular middle,71287027,faint irregular emission in emu middle,faint,3
3994,389098095,2397633,20494,bright irregular right region,71287027, bright irregular source in the right region of emu,middle,75
3995,389098492,2397633,20494,middle,71287035,no source in emu middle,middle,75
3996,389098492,2397633,20494,bright upper middle,71287035, bright source on upper side of emu middle,middle,75
4000,389098728,2397633,20494,middle,71287044,no source in the emu middle,middle,75
4001,389098728,2397633,20494,bright core upper middle,71287044, bright core on the upper side of the middle of emu,middle,75
4005,389099165,2397633,20494,bent middle,71287070,bent source in emu middle,bent,34
4006,389099165,2397633,20494,bent middle brighter,71287070, top side of bent emu middle source is brighter,middle,75
4009,389099539,2397633,20494,brighter blobs joined faint center,71287100,two brighter blobs joined by faint center in emu,bright,12
4010,389099539,2397633,20494,brighter blob middle,71287100, brighter blob is at emu middle,bright,12
4011,389099889,2397633,20494,bright core middle,71287182,bright core in emu middle,bright,12
4012,389099889,2397633,20494,bright core emitting radiation lower right,71287182, bright emu core emitting radiation in lower right side,middle,75
4015,389100050,2397633,20494,bright middle,71287059,bright source in emu middle,bright,12
4018,389100174,2397633,20494,bright core middle,71287120,bright core in emu middle,bright,12
4021,389100357,2397633,20494,bright irregular middle,71287251,bright irregular source in emu middle,bright,12
4024,389100521,2397633,20494,bright irregular middle,71287003,bright irregular source in emu middle,bright,12
4027,389100787,2397633,20494,bright core irregualr surrounding middle,71287021,bright core with irregualr surrounding emission in emu middle,middle,75
4030,389101070,2397633,20494,faint blob middle,71287069,faint blob in emu middle,faint,3
4033,389301765,2397633,20494,bright blobs connected fain,71287257,two bright blobs connected with fain emission in emu,bright,12
4034,389301765,2397633,20494,blob middle,71287257, one blob in emu middle,blob,15
4035,389301892,2397633,20494,bright core bent middle,71287267,bright core with bent emission in emu middle,middle,75
4038,389301959,2397633,20494,bright core middle,71287079,bright core in emu middle,bright,12
4041,389302059,2397633,20494,brigh core middle,71287008,brigh core in emu middle,middle,75
4042,389302059,2397633,20494,middle core connected,71287008, emu middle core has connected emission below it,middle,75
4045,389302205,2397633,20494,bright middle,71287269,bright emission in emu middle,bright,12
4046,389302205,2397633,20494,bright emissions coming faint center lower right middle,71287269, two bright emissions coming from faint center on the lower right of emu with one emission in emu middle,middle,75
4048,389302270,2397633,20494,faint middle,71287038,faint emission in emu middle,faint,3
4049,389302270,2397633,20494,faint connected bright core lower right,71287038, faint emu emission connected with bright core on lower right ,bright,12
4050,389302457,2397633,20494,faint blob middle,71287227,faint emission blob in emu middle,faint,3
4051,389302457,2397633,20494,faint middle blob connected bright core upper left,71287227, faint emu middle emission blob connected with bright core on upper left,middle,75
4052,389302457,2397633,20494,faint middle blob connected faint blob lower right,71287227, faint emu middle emission blob connected with another faint emission blob on lower right,middle,75
4053,390229683,2397633,20494,bright core middle,71287023,bright core in the middle of emu,bright,12
4054,390229683,2397633,20494,bright middle core surrounded fainter,71287023, bright emu middle core is surrounded by fainter emission,bright,12
4057,390232282,2397633,20494,bright core middle,71287210,bright core in the emu middle,bright,12
4058,390232282,2397633,20494,bright middle emitting irregular radiation right,71287210, bright emu middle emitting irregular radiation on the right ,bright,12
4060,390232819,2397633,20494,bright core middle,71287077,bright core in the emu middle,bright,12
4061,390232819,2397633,20494,bright middle core middle emitting fainter,71287077, bright middle core in emu middle emitting fainter emission around it,bright,12
4063,390232952,2397633,20494,faint irregulr middle,71287222,faint irregulr emission in emu middle,faint,3
4067,390233089,2397633,20494,faint irregular middle,71287080,faint irregular emission in emu middle,faint,3
4068,390233089,2397633,20494,faint middle connected bright core right,71287080, faint emu middle emission connected with bright core on right,middle,75
4069,390233310,2397633,20494,bright core middle,71287114,bright core in the emu middle,bright,12
4070,390233310,2397633,20494,middle core connected fainter lower left,71287114, emu middle core connected with fainter source on lower left,middle,75
4071,390233310,2397633,20494,middle core connected fainter upper right,71287114, emu middle core connected with fainter source on upper right,middle,75
4072,390233394,2397633,20494,bright core middle,71287049,bright core in the emu middle,bright,12
4075,390233505,2397633,20494,bright core middle,71287263,bright core in emu middle,bright,12
4076,390233505,2397633,20494,bright middle core connected bright core right faint,71287263, bright emu middle core connected with another bright core on right via faint emission,bright,12
4077,390233709,2397633,20494,bright irregular middle,71287281,bright irregular emission in emu middle,bright,12
4078,390233709,2397633,20494,bright middle connected brighter blob lower right faint,71287281, bright emu middle connected with brighter blob on lower right via faint emission,middle,75
